strain,date,retail_and_recreation_percent_change_from_baseline,binned_mobility
USA/CA-ALSR-0477-SAN/2020,2020-03-30,-42.0,75-100%
USA/CA-ALSR-0832-SAN/2020,2020-03-30,-42.0,75-100%
USA/CA-ALSR-0837-SAN/2020,2020-03-30,-42.0,75-100%
USA/CA-ALSR-0797-SAN/2020,2020-04-01,-42.0,75-100%
USA/CA-ALSR-1333/2020,2020-04-29,-53.0,25-50%
USA/CA-ALSR-1362/2020,2020-04-20,-59.0,0-25%
USA/CA-ALSR-1916/2020,2020-05-10,-50.0,25-50%
USA/CA-ALSR-1876/2020,2020-05-19,-46.0,50-75%
USA/CA-ALSR-1910/2020,2020-04-21,-58.0,0-25%
USA/CA-ALSR-1338/2020,2020-04-29,-53.0,25-50%
USA/CA-ALSR-1335/2020,2020-04-29,-53.0,25-50%
USA/CA-ALSR-1320/2020,2020-04-28,-56.0,0-25%
USA/CA-ALSR-1798/2020,2020-05-11,-49.0,25-50%
USA/CA-SR0263/2020,2020-04-19,-64.0,0-25%
USA/CA-ALSR-1332/2020,2020-04-28,-56.0,0-25%
USA/CA-ALSR-1329/2020,2020-04-28,-56.0,0-25%
USA/CA-ALSR-1672/2020,2020-03-23,-43.0,50-75%
USA/CA-ALSR-0682-SAN/2020,2020-03-27,-45.0,50-75%
USA/CA-SR0192/2020,2020-03-23,-43.0,50-75%
USA/CA-CZB-2179/2020,2020-05-25,-45.0,50-75%
USA/CA-CZB-2398/2020,2020-05-18,-48.0,25-50%
USA/CA-CZB-2342/2020,2020-05-11,-49.0,25-50%
USA/CA-CZB-2187/2020,2020-05-25,-45.0,50-75%
USA/CA-CZB-2403/2020,2020-05-19,-44.0,50-75%
USA/CA-CDPH035/2020,2020-06-24,-5.0,75-100%
USA/CA-CZB-2200/2020,2020-05-26,-41.0,75-100%
USA/CA-CZB-2214/2020,2020-05-27,-41.0,75-100%
USA/CA-CZB-2189/2020,2020-05-25,-45.0,50-75%
USA/CA-CZB-2341/2020,2020-05-11,-49.0,25-50%
USA/CA-CZB-2408/2020,2020-05-20,-44.0,50-75%
USA/CA-CZB-2191/2020,2020-05-25,-45.0,50-75%
USA/CA-CZB-2190/2020,2020-05-25,-45.0,50-75%
USA/CA-ALSR-0499-SAN/2020,2020-03-31,-43.0,50-75%
USA/CA-ALSR-0787-SAN/2020,2020-04-06,-49.0,25-50%
USA/CA-ALSR-1142/2020,2020-04-27,-56.0,0-25%
USA/CA-SR0434/2020,2020-04-13,-48.0,25-50%
USA/CA-SR0376/2020,2020-04-12,-65.0,0-25%
USA/CA-CZB-2171/2020,2020-05-23,-48.0,25-50%
USA/CA-CZB-2177/2020,2020-05-23,-48.0,25-50%
USA/CA-CZB-2178/2020,2020-05-23,-48.0,25-50%
USA/CA-CZB-2170/2020,2020-05-23,-48.0,25-50%
USA/CA-CZB-2176/2020,2020-05-23,-48.0,25-50%
USA/CA-CZB-2220/2020,2020-05-30,-43.0,50-75%
USA/CA-CZB-2174/2020,2020-05-23,-48.0,25-50%
USA/CA-CZB-2223/2020,2020-05-30,-43.0,50-75%
USA/CA-CZB-2172/2020,2020-05-23,-48.0,25-50%
USA/CA-CZB-2168/2020,2020-05-23,-48.0,25-50%
USA/CA-CZB-2169/2020,2020-05-23,-48.0,25-50%
USA/CA-CZB-2222/2020,2020-05-30,-43.0,50-75%
USA/CA-CZB-2173/2020,2020-05-23,-48.0,25-50%
USA/CA-CZB-2221/2020,2020-05-30,-43.0,50-75%
USA/CA-CZB-2224/2020,2020-05-30,-43.0,50-75%
USA/CA-ALSR-0630-IPL/2020,2020-04-22,-54.0,25-50%
USA/CA-CZB-1415/2020,2020-03-14,-3.0,75-100%
USA/CA-CSMC129/2020,2020-04-04,-50.0,25-50%
USA/CA-ALSR-0468-SAN/2020,2020-04-07,-51.0,25-50%
USA/CA-ALSR-1572/2020,2020-04-02,-44.0,50-75%
USA/CA-CZB-1564/2020,2020-04-04,-45.0,50-75%
USA/CA-SR0248/2020,2020-03-20,-41.0,75-100%
USA/CA-ALSR-1574/2020,2020-03-31,-43.0,50-75%
USA/CA-CZB-1683/2020,2020-03-30,-39.0,75-100%
USA/CA-CSMC49/2020,2020-03-31,-42.0,75-100%
USA/CA-CSMC1/2020,2020-03-26,-43.0,50-75%
USA/CA-ALSR-1013-SAN/2020,2020-04-16,-58.0,0-25%
USA/CA-ALSR-0583-SAN/2020,2020-04-14,-45.0,50-75%
USA/CA-CZB0156/2020,2020-04-07,-70.0,0-25%
USA/CA-ALSR-0984-SAN/2020,2020-03-30,-42.0,75-100%
USA/CA-SR0356/2020,2020-04-08,-49.0,25-50%
USA/CA-ALSR-0823-SAN/2020,2020-03-29,-50.0,25-50%
USA/CA-ALSR-0711-SAN/2020,2020-03-29,-50.0,25-50%
USA/CA-SR0132/2020,2020-03-29,-50.0,25-50%
USA/CA-ALSR-0514-SAN/2020,2020-03-30,-42.0,75-100%
USA/CA-ALSR-0983-SAN/2020,2020-03-30,-42.0,75-100%
USA/CA-ALSR-0991-SAN/2020,2020-03-30,-42.0,75-100%
USA/CA-ALSR-0506-SAN/2020,2020-03-30,-42.0,75-100%
USA/CA-ALSR-0484-SAN/2020,2020-03-30,-42.0,75-100%
USA/CA-ALSR-0803-SAN/2020,2020-03-30,-42.0,75-100%
USA/CA-CSMC62/2020,2020-03-31,-42.0,75-100%
USA/CA-ALSR-0483-SAN/2020,2020-03-30,-42.0,75-100%
USA/CA-ALSR-0980-SAN/2020,2020-03-30,-42.0,75-100%
USA/CA-CSMC64/2020,2020-03-27,-45.0,50-75%
USA/CA-CZB-2443/2020,2020-05-25,-54.0,25-50%
USA/CA-CZB-2419/2020,2020-05-14,-47.0,50-75%
USA/CA-CZB-2425/2020,2020-05-17,-48.0,25-50%
USA/CA-CZB-2426/2020,2020-05-17,-48.0,25-50%
USA/CA-CZB-2042/2020,2020-05-14,-47.0,50-75%
USA/CA-CZB-2420/2020,2020-05-14,-47.0,50-75%
USA/CA-CZB-1514/2020,2020-04-13,-40.0,75-100%
USA/CA-CZB-2429/2020,2020-05-20,-41.0,75-100%
USA/CA-CZB-2436/2020,2020-06-01,-35.0,75-100%
USA/CA-CZB-2431/2020,2020-05-20,-41.0,75-100%
USA/CA-CZB-2430/2020,2020-05-20,-41.0,75-100%
USA/CA-CZB069/2020,2020-03-27,-72.0,0-25%
USA/CA-ALSR-1455/2020,2020-03-26,-45.0,50-75%
USA/CA-ALSR-1772/2020,2020-05-20,-45.0,50-75%
USA/CA-ALSR-1781/2020,2020-05-20,-45.0,50-75%
USA/CA-CZB-1758/2020,2020-03-18,-49.0,25-50%
USA/CA-SR0108/2020,2020-03-19,-31.0,75-100%
USA/CA-CZB077/2020,2020-03-27,-72.0,0-25%
USA/CA-CZB-1156/2020,2020-04-25,-77.0,0-25%
USA/CA-CZB-1183/2020,2020-04-29,-75.0,0-25%
USA/CA-CZB-1178/2020,2020-04-29,-75.0,0-25%
USA/CA-CZB-1176/2020,2020-04-29,-75.0,0-25%
USA/CA-CZB-1179/2020,2020-04-29,-75.0,0-25%
USA/CA-CZB-1171/2020,2020-04-29,-75.0,0-25%
USA/CA-CZB-1150/2020,2020-04-25,-77.0,0-25%
USA/CA-CZB-1160/2020,2020-04-25,-77.0,0-25%
USA/CA-CZB0142/2020,2020-04-07,-70.0,0-25%
USA/CA-CZB-1189/2020,2020-04-28,-73.0,0-25%
USA/CA-CZB-1116/2020,2020-04-29,-75.0,0-25%
USA/CA-CZB-1115/2020,2020-04-29,-75.0,0-25%
USA/CA-CZB0104/2020,2020-03-27,-72.0,0-25%
USA/CA-CZB098/2020,2020-03-27,-72.0,0-25%
USA/CA-CZB-1099/2020,2020-04-27,-73.0,0-25%
USA/CA-CZB-1112/2020,2020-04-29,-75.0,0-25%
USA/CA-CZB-1163/2020,2020-04-26,-77.0,0-25%
USA/CA-SR0426/2020,2020-03-23,-43.0,50-75%
USA/CA-ALSR-1675/2020,2020-03-23,-43.0,50-75%
USA/CA-SR0245/2020,2020-03-23,-43.0,50-75%
USA/CA-CZB-1447/2020,2020-03-29,-56.0,0-25%
USA/CA-ALSR-0992-SAN/2020,2020-04-01,-42.0,75-100%
USA/CA-CZB-1685/2020,2020-04-01,-39.0,75-100%
USA/CA-CSMC127/2020,2020-04-04,-50.0,25-50%
USA/CA-SR0411/2020,2020-04-04,-52.0,25-50%
USA/CA-SR0369/2020,2020-04-04,-52.0,25-50%
USA/CA-CSMC142/2020,2020-04-05,-53.0,25-50%
